Date,Open,High,Low,Close,Volume,Adj Close
2013-12-31,95.720001,96.00,95.660004,95.919998,4570300,92.868521
2013-12-30,95.599998,95.660004,95.410004,95.57,3159900,92.529657
2013-12-27,95.730003,95.919998,95.43,95.540001,2370400,92.500613
2013-12-26,95.400002,95.639999,95.260002,95.599998,2940500,92.558702
2013-12-24,94.989998,95.209999,94.900002,95.150002,1362100,92.12302
2013-12-23,94.839996,94.949997,94.650002,94.889999,3095000,91.87129
2013-12-20,93.860001,94.529999,93.839996,94.330002,6210200,91.329107
2013-12-19,94.129997,94.239998,93.830002,94.199997,6352600,90.724956
2013-12-18,93.029999,94.339996,92.160004,94.330002,4089700,90.850165
2013-12-17,93.239998,93.239998,92.57,92.830002,3374200,89.4055
2013-12-16,92.940002,93.339996,92.879997,93.110001,3207500,89.67517
2013-12-13,92.690002,92.720001,92.25,92.459999,3605700,89.049147
2013-12-12,92.559998,92.760002,92.18,92.43,3587000,89.020255
2013-12-11,93.879997,93.879997,92.50,92.599998,3887100,89.183982
2013-12-10,93.93,94.150002,93.720001,93.760002,2403200,90.301193
2013-12-09,94.25,94.279999,93.949997,94.07,2121100,90.599755
2013-12-06,93.800003,93.970001,93.480003,93.860001,2071600,90.397502
2013-12-05,93.139999,93.260002,92.82,92.900002,2185400,89.472918
2013-12-04,92.970001,93.620003,92.480003,93.169998,2300800,89.732954
2013-12-03,93.400002,93.589996,92.940002,93.300003,2129100,89.858163
2013-12-02,94.059998,94.18,93.540001,93.660004,3209500,90.204883
2013-11-29,94.07,94.339996,93.860001,93.860001,934600,90.397502
2013-11-27,93.93,94.040001,93.760002,93.989998,1480800,90.522704
2013-11-26,93.629997,94.010002,93.519997,93.720001,1355100,90.262668
2013-11-25,93.959999,93.970001,93.50,93.629997,1719500,90.175984
2013-11-22,93.389999,93.75,93.220001,93.730003,2687300,90.272301
2013-11-21,92.769997,93.330002,92.650002,93.269997,2720700,89.829264
2013-11-20,92.889999,93.18,92.160004,92.440002,1931400,89.029888
2013-11-19,92.980003,93.220001,92.550003,92.730003,1828700,89.309191
2013-11-18,93.720001,93.720001,92.779999,93.00,3123300,89.569227
2013-11-15,93.029999,93.440002,93.00,93.440002,1623900,89.992998
2013-11-14,92.739998,93.089996,92.480003,93.029999,1971100,89.598119
2013-11-13,91.379997,92.599998,91.300003,92.589996,1837800,89.174349
2013-11-12,91.760002,91.949997,91.459999,91.809998,2067900,88.423124
2013-11-11,91.790001,92.07,91.730003,91.949997,1729500,88.557959
2013-11-08,90.75,91.889999,90.669998,91.889999,2637800,88.500175
2013-11-07,92.190002,92.190002,90.599998,90.68,2876200,87.334812
2013-11-06,92.080002,92.239998,91.669998,91.900002,2655100,88.509808
2013-11-05,91.699997,91.860001,91.269997,91.660004,2301300,88.278663
2013-11-04,91.809998,91.970001,91.559998,91.93,3443700,88.5387
2013-11-01,91.440002,91.790001,91.00,91.510002,2477600,88.134195
2013-10-31,91.589996,91.949997,91.18,91.389999,2937900,88.01862
2013-10-30,92.349998,92.400002,91.309998,91.660004,2641200,88.278663
2013-10-29,91.949997,92.199997,91.800003,92.199997,1454400,88.798736
2013-10-28,91.650002,91.849998,91.459999,91.739998,1711900,88.355707
2013-10-25,91.57,91.669998,91.260002,91.669998,2038100,88.288289
2013-10-24,91.25,91.389999,90.910004,91.339996,1713400,87.970461
2013-10-23,91.169998,91.220001,90.629997,90.989998,2779500,87.633374
2013-10-22,91.220001,91.730003,91.010002,91.419998,3757600,88.047512
2013-10-21,91.00,91.139999,90.720001,90.900002,2461600,87.546698
2013-10-18,90.709999,90.980003,90.449997,90.949997,2996600,87.594849
2013-10-17,89.349998,90.349998,89.260002,90.309998,4442100,86.978459
2013-10-16,88.989998,89.669998,88.879997,89.650002,2427700,86.34281
2013-10-15,88.889999,89.150002,88.279999,88.410004,2603000,85.148556
2013-10-14,88.120003,89.129997,87.980003,89.089996,1851400,85.803464
2013-10-11,87.980003,88.730003,87.900002,88.699997,3132700,85.427851
2013-10-10,87.080002,88.120003,87.059998,88.080002,4036900,84.830728
2013-10-09,86.379997,86.510002,85.629997,86.139999,3786700,82.962292
2013-10-08,87.25,87.43,86.160004,86.199997,3431800,83.020076
2013-10-07,87.449997,87.860001,87.300003,87.360001,1598500,84.137288
2013-10-04,87.57,88.239998,87.440002,88.150002,2509800,84.898145
2013-10-03,88.040001,88.160004,87.040001,87.510002,8263300,84.281756
2013-10-02,87.910004,88.309998,87.610001,88.260002,2014400,85.004088
2013-10-01,87.739998,88.480003,87.669998,88.410004,3075700,85.148556
2013-09-30,87.379997,87.879997,87.099998,87.650002,2522100,84.41659
2013-09-27,87.989998,88.150002,87.790001,88.059998,1938800,84.811462
2013-09-26,88.220001,88.660004,88.099998,88.410004,1210000,85.148556
2013-09-25,88.339996,88.50,87.949997,88.07,1345300,84.821095
2013-09-24,88.239998,88.760002,88.010002,88.230003,4013500,84.975196
2013-09-23,88.510002,88.68,87.989998,88.370003,2586500,85.110031
2013-09-20,89.889999,90.00,89.080002,89.199997,2673500,85.496232
2013-09-19,90.07,90.230003,89.660004,89.800003,2644500,86.071325
2013-09-18,88.919998,90.120003,88.580002,89.940002,2702700,86.205511
2013-09-17,88.540001,88.900002,88.540001,88.900002,1656800,85.208693
2013-09-16,88.93,89.00,88.300003,88.43,2519600,84.758208
2013-09-13,87.870003,88.00,87.620003,87.919998,1793300,84.269382
2013-09-12,88.029999,88.120003,87.650002,87.739998,1124600,84.096855
2013-09-11,87.699997,88.019997,87.489998,88.010002,1573200,84.355649
2013-09-10,87.660004,87.779999,87.43,87.779999,3454900,84.135195
2013-09-09,86.43,87.129997,86.419998,87.099998,1811100,83.48343
2013-09-06,86.400002,86.639999,85.309998,86.129997,1807600,82.553705
2013-09-05,86.010002,86.269997,85.989998,86.059998,1511200,82.486612
2013-09-04,85.269997,86.080002,85.120003,85.959999,2610800,82.390766
2013-09-03,85.769997,85.919998,84.839996,85.199997,1807200,81.66232
2013-08-30,85.440002,85.449997,84.620003,84.769997,2437700,81.250175
2013-08-29,84.879997,85.68,84.849998,85.269997,1291300,81.729414
2013-08-28,84.720001,85.339996,84.599998,85.040001,1444100,81.508968
2013-08-27,85.370003,85.650002,84.68,84.730003,2180200,81.211842
2013-08-26,86.589996,86.860001,86.139999,86.260002,1982000,82.678312
2013-08-23,86.410004,86.559998,85.989998,86.480003,1267900,82.889178
2013-08-22,85.550003,86.279999,85.550003,86.120003,2065100,82.544126
2013-08-21,85.629997,86.089996,85.120003,85.360001,3102600,81.81568
2013-08-20,85.43,86.139999,85.360001,85.860001,2044700,82.294919
2013-08-19,85.650002,86.059998,85.300003,85.300003,2112200,81.758174
2013-08-16,86.080002,86.339996,85.730003,85.879997,4926400,82.314086
2013-08-15,86.82,86.82,86.050003,86.160004,2729700,82.582466
2013-08-14,87.900002,88.00,87.440002,87.459999,1369500,83.828483
2013-08-13,87.919998,88.040001,87.32,87.919998,1298200,84.269382
2013-08-12,87.389999,87.830002,87.25,87.730003,1102100,84.087276
2013-08-09,87.900002,88.169998,87.470001,87.790001,2519700,84.144782
2013-08-08,88.089996,88.18,87.559998,88.010002,2251200,84.355649
2013-08-07,87.660004,87.779999,87.290001,87.650002,1542700,84.010596
2013-08-06,88.510002,88.540001,87.769997,88.00,1587700,84.346062
2013-08-05,88.510002,88.690002,88.339996,88.580002,1167300,84.901981
2013-08-02,88.43,88.620003,88.190002,88.57,2224400,84.892394
2013-08-01,88.099998,88.599998,88.07,88.529999,2416600,84.854054
2013-07-31,87.43,88.00,87.32,87.419998,2211400,83.790143
2013-07-30,87.540001,87.620003,87.099998,87.330002,1379400,83.703883
2013-07-29,87.419998,87.57,87.019997,87.239998,1681800,83.617616
2013-07-26,87.230003,87.57,86.790001,87.540001,1845100,83.905163
2013-07-25,87.00,87.57,86.949997,87.529999,1781800,83.895576
2013-07-24,87.949997,87.989998,87.029999,87.209999,2997600,83.588863
2013-07-23,87.93,88.00,87.510002,87.559998,1915200,83.924329
2013-07-22,87.690002,87.82,87.470001,87.720001,2121000,84.077689
2013-07-19,87.199997,87.529999,87.099998,87.529999,1604300,83.895576
2013-07-18,87.089996,87.589996,87.010002,87.400002,2100100,83.770976
2013-07-17,87.010002,87.129997,86.760002,86.910004,1718700,83.301324
2013-07-16,87.07,87.099998,86.419998,86.629997,1637900,83.032944
2013-07-15,86.910004,87.110001,86.730003,87.019997,2340200,83.40675
2013-07-12,86.540001,86.830002,86.440002,86.690002,2141400,83.090458
2013-07-11,86.43,86.639999,86.110001,86.610001,3560300,83.013778
2013-07-10,85.290001,85.629997,85.120003,85.370003,4399500,81.825267
2013-07-09,85.230003,85.459999,84.879997,85.330002,2229900,81.786927
2013-07-08,84.709999,84.959999,84.559998,84.730003,1972700,81.211842
2013-07-05,84.019997,84.300003,83.330002,84.279999,2434000,80.780522
2013-07-03,82.989998,83.589996,82.830002,83.389999,1004800,79.927478
2013-07-02,83.330002,83.889999,82.940002,83.269997,1958500,79.812458
2013-07-01,83.290001,83.940002,83.110001,83.360001,2097000,79.898724
2013-06-28,82.93,83.309998,82.510002,82.669998,3023200,79.237372
2013-06-27,83.019997,83.400002,82.989998,83.099998,2211600,79.649518
2013-06-26,82.400002,82.690002,82.050003,82.489998,2496900,79.064846
2013-06-25,81.660004,81.989998,81.110001,81.730003,2625000,78.336408
2013-06-24,81.110001,81.610001,80.190002,80.919998,5378400,77.560036
2013-06-21,82.629997,82.779999,81.470001,82.360001,4227700,78.570272
2013-06-20,83.470001,83.470001,81.900002,82.150002,4933200,78.369936
2013-06-19,85.190002,85.470001,84.209999,84.239998,4448100,80.363763
2013-06-18,84.790001,85.519997,84.790001,85.330002,2095100,81.403611
2013-06-17,84.669998,85.059998,84.260002,84.690002,2416900,80.793061
2013-06-14,84.489998,84.809998,83.93,84.099998,1653500,80.230205
2013-06-13,83.220001,84.720001,83.029999,84.580002,4100100,80.688122
2013-06-12,84.580002,84.629997,83.190002,83.290001,2568400,79.457479
2013-06-11,84.099998,84.720001,83.769997,84.00,2102200,80.134808
2013-06-10,85.150002,85.160004,84.610001,84.860001,3643600,80.955236
2013-06-07,84.349998,84.900002,83.970001,84.830002,2391500,80.926618
2013-06-06,82.989998,83.800003,82.529999,83.790001,2633900,79.934472
2013-06-05,83.989998,84.110001,82.940002,83.010002,2944800,79.190364
2013-06-04,84.720001,84.989998,83.769997,84.199997,2311900,80.325602
2013-06-03,84.449997,84.660004,83.739998,84.610001,3620100,80.71674
2013-05-31,85.18,85.650002,84.199997,84.269997,2005100,80.392381
2013-05-30,85.160004,85.769997,85.080002,85.410004,1630000,81.479932
2013-05-29,85.199997,85.32,84.57,85.059998,2420800,81.146031
2013-05-28,86.029999,86.419998,85.339996,85.639999,2120900,81.699344
2013-05-24,84.660004,85.099998,84.379997,85.089996,1151700,81.174649
2013-05-23,84.489998,85.370003,84.32,85.199997,2748400,81.279588
2013-05-22,86.279999,87.089996,85.00,85.360001,3378000,81.432229
2013-05-21,86.139999,86.480003,85.860001,86.209999,1483200,82.243116
2013-05-20,86.010002,86.389999,85.900002,86.07,1680900,82.109558
2013-05-17,85.57,86.089996,85.459999,86.080002,1540200,82.1191
2013-05-16,85.529999,85.760002,85.099998,85.209999,2006200,81.28913
2013-05-15,85.059998,85.790001,85.019997,85.559998,2743600,81.623024
2013-05-14,84.400002,85.25,84.400002,85.190002,1440100,81.270054
2013-05-13,84.190002,84.440002,83.959999,84.32,1285300,80.440083
2013-05-10,84.040001,84.300003,83.809998,84.300003,1333200,80.421007
2013-05-09,84.190002,84.349998,83.739998,83.93,1495200,80.068029
2013-05-08,83.720001,84.209999,83.68,84.209999,1734900,80.335144
2013-05-07,83.580002,83.830002,83.309998,83.82,1967400,79.96309
2013-05-06,83.150002,83.459999,83.099998,83.360001,1879100,79.524258
2013-05-03,82.989998,83.379997,82.860001,83.040001,2382900,79.218983
2013-05-02,81.610001,82.32,81.610001,82.269997,1616200,78.484409
2013-05-01,82.110001,82.169998,81.379997,81.419998,2159700,77.673523
2013-04-30,82.019997,82.300003,81.690002,82.260002,1740800,78.474875
2013-04-29,81.709999,82.190002,81.589996,82.010002,2118600,78.236378
2013-04-26,81.529999,81.68,81.220001,81.489998,1150200,77.740302
2013-04-25,81.540001,82.040001,81.449997,81.639999,1120900,77.883401
2013-04-24,81.199997,81.50,81.07,81.309998,1039800,77.568584
2013-04-23,80.720001,81.239998,80.389999,81.190002,1957600,77.45411
2013-04-22,80.129997,80.50,79.550003,80.32,1237200,76.62414
2013-04-19,79.489998,80.010002,79.230003,79.980003,965500,76.299788
2013-04-18,79.849998,79.910004,78.93,79.220001,1505800,75.574757
2013-04-17,80.389999,80.419998,79.290001,79.720001,2688400,76.05175
2013-04-16,80.360001,80.980003,80.139999,80.93,1945500,77.206072
2013-04-15,81.449997,81.449997,79.739998,79.75,3054500,76.080368
2013-04-12,81.760002,81.919998,81.32,81.739998,1413500,77.978798
2013-04-11,81.730003,82.279999,81.690002,82.029999,1263200,78.255455
2013-04-10,80.879997,81.800003,80.870003,81.720001,2209500,77.959722
2013-04-09,80.599998,80.989998,80.339996,80.68,1178300,76.967575
2013-04-08,80.00,80.470001,79.730003,80.449997,1927500,76.748156
2013-04-05,79.260002,80.010002,79.139999,79.959999,1533500,76.280705
2013-04-04,80.010002,80.330002,79.82,80.239998,1317800,76.547819
2013-04-03,80.82,80.879997,79.68,79.889999,2266100,76.213926
2013-04-02,80.860001,81.040001,80.540001,80.769997,2480900,77.053431
2013-04-01,80.949997,81.059998,80.32,80.529999,3097600,76.824476
2013-03-28,80.669998,81.019997,80.580002,80.959999,1897700,77.23469
2013-03-27,80.160004,80.709999,80.010002,80.68,2494200,76.967575
2013-03-26,80.339996,80.629997,80.239998,80.620003,1322900,76.910339
2013-03-25,80.550003,80.699997,79.720001,80.019997,2905700,76.337941
2013-03-22,80.029999,80.32,79.970001,80.290001,1648200,76.595522
2013-03-21,80.339996,80.610001,79.989998,80.160004,1418500,76.124257
2013-03-20,80.650002,80.93,80.559998,80.809998,1475900,76.741526
2013-03-19,80.599998,80.720001,79.690002,80.209999,1522500,76.171736
2013-03-18,80.139999,80.769997,80.00,80.43,1983400,76.380661
2013-03-15,80.900002,80.970001,80.599998,80.870003,1850700,76.798511
