Date,Open,High,Low,Close,Volume,Adj Close
2013-12-31,64.919998,65.150002,64.449997,64.559998,5576900,60.524932
2013-12-30,64.879997,65.160004,64.760002,64.910004,3603900,60.853063
2013-12-27,64.900002,65.00,64.32,64.889999,3277100,60.834309
2013-12-26,64.82,65.239998,64.589996,64.75,4333500,60.703059
2013-12-24,64.68,64.860001,64.529999,64.699997,1801200,60.656182
2013-12-23,65.720001,66.050003,65.57,65.650002,4183400,60.60181
2013-12-20,65.110001,65.580002,64.949997,65.519997,3832900,60.481801
2013-12-19,65.839996,65.870003,64.75,65.120003,3297500,60.112565
2013-12-18,64.910004,66.089996,64.150002,66.029999,4120500,60.952587
2013-12-17,64.610001,65.059998,64.360001,64.879997,2640100,59.891015
2013-12-16,64.510002,64.75,64.290001,64.580002,2571400,59.614088
2013-12-13,64.43,65.120003,64.190002,64.360001,3165400,59.411004
2013-12-12,64.459999,64.599998,63.959999,64.199997,2746100,59.263304
2013-12-11,66.089996,66.199997,64.50,64.559998,2789100,59.595622
2013-12-10,66.129997,66.510002,66.080002,66.080002,2439600,60.998745
2013-12-09,66.260002,66.309998,65.660004,66.25,2326100,61.155671
2013-12-06,65.919998,66.099998,65.610001,65.93,2022500,60.860278
2013-12-05,65.169998,65.550003,64.709999,65.459999,2622100,60.426417
2013-12-04,64.470001,65.690002,64.389999,65.230003,3189600,60.214107
2013-12-03,64.910004,65.209999,64.709999,64.989998,2246800,59.992557
2013-12-02,65.43,65.620003,64.860001,65.120003,3659000,60.112565
2013-11-29,65.830002,66.190002,65.400002,65.50,2259600,60.463342
2013-11-27,65.580002,66.160004,65.480003,66.110001,2990600,61.026437
2013-11-26,65.93,65.940002,65.400002,65.550003,2673400,60.5095
2013-11-25,66.160004,66.209999,65.690002,65.779999,2934200,60.721811
2013-11-22,66.480003,66.550003,65.739998,66.089996,1919400,61.007971
2013-11-21,66.019997,66.510002,65.75,66.349998,2998000,61.24798
2013-11-20,66.610001,67.269997,65.650002,65.839996,2922700,60.777195
